rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
90,Tebak Gambar,451275,10.0 M,4.22,0.2,0.4,0.0,GAME PUZZLE,309566,44130,31546,17392,48638,False
91,Build a Bridge!,446232,10.0 M,4.14,0.5,1.8,0.0,GAME PUZZLE,279586,63661,37424,18327,47231,False
92,PixWords™,440362,10.0 M,4.67,0.1,0.1,0.0,GAME PUZZLE,354726,53694,15750,4794,11396,False
93,Skillz - Logic Brain Games,437584,10.0 M,4.31,0.3,0.6,0.0,GAME PUZZLE,283219,81609,28258,12750,31746,False
94,Slugterra: Slug it Out 2,429950,10.0 M,4.58,5.1,8.6,0.0,GAME PUZZLE,351496,32467,14410,7036,24539,False
95,LINE PokoPoko - Play with POKOTA! Free puzzler!,409487,10.0 M,3.61,0.3,0.5,0.0,GAME PUZZLE,156215,90459,72831,26153,63826,False
96,Block Puzzle & Conquer,402761,10.0 M,4.44,0.0,0.0,0.0,GAME PUZZLE,262517,91518,27172,6488,15063,False
97,Blockudoku® - Block Puzzle Game,394891,10.0 M,4.39,1.8,4.3,0.0,GAME PUZZLE,258112,77409,33265,8232,17871,False
98,Rescue Cut - Rope Puzzle,389234,100.0 M,4.14,3.4,8.0,0.0,GAME PUZZLE,263993,33364,23832,16687,51355,False
99,디즈니 틀린그림찾기,384360,1.0 M,4.39,0.0,0.0,0.0,GAME PUZZLE,233094,94172,40694,5921,10475,False
100,How to Loot - Pin Pull & Hero Rescue,382846,50.0 M,4.4,7.2,19.8,0.0,GAME PUZZLE,289732,30881,19959,10772,31499,False
1,Hill Climb Racing,10109437,500.0 M,4.26,0.3,0.8,0.0,GAME RACING,7120594,973822,598377,328394,1088246,False
2,"Asphalt 8 Racing Game - Drive, Drift at Real Speed",9501337,100.0 M,4.3,0.2,0.5,0.0,GAME RACING,6879557,924364,429335,234006,1034071,False
3,Traffic Rider,7501902,100.0 M,4.34,0.5,1.0,0.0,GAME RACING,5359930,847047,446637,207638,640648,False
4,Real Racing 3,6618421,100.0 M,4.32,0.3,0.6,0.0,GAME RACING,4705375,785431,316180,163679,647754,False
5,Traffic Racer,6028847,100.0 M,4.45,0.3,0.6,0.0,GAME RACING,4572262,582493,307070,139494,427525,False
6,Dr. Driving,6001808,100.0 M,4.22,0.5,0.9,0.0,GAME RACING,4237062,499717,342654,213450,708921,False
7,Need for Speed™ No Limits,4450952,100.0 M,4.12,0.6,1.3,0.0,GAME RACING,2919993,507086,265726,147031,611114,False
8,CSR Racing 2 – Free Car Racing Game,4434127,10.0 M,4.56,0.4,1.3,0.0,GAME RACING,3413121,572691,181206,72784,194324,False
9,Hill Climb Racing 2,4049586,100.0 M,4.34,0.5,1.2,0.0,GAME RACING,2885771,488313,214766,105212,355522,False
10,Angry Birds Go!,3871745,100.0 M,4.27,0.0,0.0,0.0,GAME RACING,2754715,362849,225188,101717,427273,False
11,Extreme Car Driving Simulator,3479061,100.0 M,4.3,1.7,3.5,0.0,GAME RACING,2544408,283008,173931,106388,371323,False
12,Bike Race Free - Top Motorcycle Racing Games,2943582,100.0 M,4.22,0.3,0.6,0.0,GAME RACING,2026950,303735,182638,89775,340480,False
13,Drag Racing,2685255,100.0 M,4.39,0.0,0.1,0.0,GAME RACING,1946398,305486,167246,61942,204180,False
14,CSR Racing,2489649,50.0 M,4.52,0.0,0.0,0.0,GAME RACING,1948969,240394,105409,35133,159742,False
15,Beach Buggy Racing,2130809,100.0 M,4.42,1.1,2.2,0.0,GAME RACING,1611238,199149,97024,49249,174146,False
16,Fun Race 3D,2106646,100.0 M,4.16,3.1,6.1,0.0,GAME RACING,1395015,223376,162308,89372,236573,False
17,Asphalt 9: Legends - Epic Car Action Racing Game,2019802,50.0 M,4.46,1.7,4.0,0.0,GAME RACING,1547127,199603,81701,40086,151283,False
18,Fast Racing 3D,1846774,100.0 M,4.38,0.0,0.1,0.0,GAME RACING,1328780,205957,132587,43542,135905,False
19,Earn to Die 2,1766601,100.0 M,4.35,0.4,1.1,0.0,GAME RACING,1250993,217721,110133,47729,140023,False
20,GT Racing 2: The Real Car Exp,1764361,10.0 M,4.37,0.1,0.2,0.0,GAME RACING,1283424,195505,91634,42138,151657,False
21,Asphalt Nitro,1598059,50.0 M,4.32,0.6,1.3,0.0,GAME RACING,1134818,182498,91764,41597,147380,False
22,City Racing 3D,1554281,50.0 M,4.4,0.0,0.1,0.0,GAME RACING,1144870,154841,101627,34562,118378,False
23,Nitro Nation Drag & Drift Car Racing,1501601,10.0 M,4.52,0.5,1.2,0.0,GAME RACING,1145978,182946,63576,25434,83665,False
24,Racing Fever,1470062,50.0 M,4.45,0.0,0.1,0.0,GAME RACING,1103057,147913,89765,33733,95592,False
25,Drive Ahead!,1436201,50.0 M,4.19,0.9,1.9,0.0,GAME RACING,995071,128217,81450,48044,183416,False
26,Street Racing 3D,1396387,100.0 M,4.3,1.6,4.0,0.0,GAME RACING,985581,155580,80239,39673,135312,False
27,Drift Max Pro - Car Drifting Game with Racing Cars,1361440,50.0 M,4.57,2.4,5.0,0.0,GAME RACING,1085380,124746,59412,24711,67189,False
28,Driving School 2016,1356874,50.0 M,4.33,0.3,0.6,0.0,GAME RACING,980739,139016,74260,34224,128632,False
29,Racing in Car,1295610,50.0 M,4.25,0.1,0.1,0.0,GAME RACING,882179,140724,108728,37152,126825,False
30,Drift هجولة,1196133,10.0 M,4.43,1.1,2.3,0.0,GAME RACING,955582,57956,38311,29237,115045,False
31,Trials Frontier,1118526,10.0 M,4.28,0.0,0.1,0.0,GAME RACING,766927,142855,71542,32533,104666,False
32,Bike Racing 3D,1102775,100.0 M,4.13,0.3,0.6,0.0,GAME RACING,735070,104078,76513,44104,143009,False
33,CarX Drift Racing,1095714,10.0 M,4.49,0.2,0.6,0.0,GAME RACING,854689,96820,44328,21320,78554,False
34,CSR Classics,899150,10.0 M,4.55,0.0,0.1,0.0,GAME RACING,698783,102210,38544,12825,46785,False
35,BMX Boy,892092,50.0 M,4.32,0.2,0.4,0.0,GAME RACING,654219,73463,50827,24924,88657,False
36,Racing Moto,877117,100.0 M,4.17,0.3,0.7,0.0,GAME RACING,601429,77202,54428,31863,112192,False
37,Demolition Derby 2,866304,10.0 M,4.61,1.8,3.3,0.0,GAME RACING,710761,70913,30344,13566,40718,False
38,Top Speed: Drag & Fast Racing,840949,10.0 M,4.56,0.5,1.2,0.0,GAME RACING,675964,70308,30882,13917,49876,False
39,Turbo Stars,813695,50.0 M,4.44,2.4,5.6,0.0,GAME RACING,621058,72494,40399,19191,60550,False
40,Real Bike Racing,800759,100.0 M,4.11,3.1,5.8,0.0,GAME RACING,539850,67137,49703,30873,113194,False
41,Trial Xtreme 4: Extreme Bike Racing Champions,733129,50.0 M,4.04,0.2,0.4,0.0,GAME RACING,458839,86710,52508,28653,106416,False
42,CarX Highway Racing,727876,10.0 M,4.61,3.9,9.4,0.0,GAME RACING,568485,98942,22775,9282,28390,False
43,Dr. Parking 4,715270,100.0 M,4.17,0.7,1.3,0.0,GAME RACING,484521,68171,46819,28077,87680,False
44,Moto Rider GO: Highway Traffic,694195,100.0 M,4.29,0.9,2.2,0.0,GAME RACING,474651,96190,39808,20229,63314,False
45,Uphill Rush Water Park Racing,691090,100.0 M,4.17,0.5,1.4,0.0,GAME RACING,480292,55112,39190,26213,90280,False
46,Dr. Driving 2,686110,50.0 M,4.25,0.7,1.3,0.0,GAME RACING,473468,73783,45676,23297,69883,False
47,Racing in Car 2,685354,100.0 M,4.05,2.6,5.5,0.0,GAME RACING,448291,58793,43441,30971,103855,False
48,Asphalt Xtreme: Rally Racing,677946,10.0 M,4.13,0.4,0.8,0.0,GAME RACING,445396,79313,39681,20829,92724,False
49,Beach Buggy Blitz,665358,50.0 M,4.29,0.1,0.3,0.0,GAME RACING,472497,66341,40741,16780,68997,False
50,Turbo Driving Racing 3D,644259,50.0 M,4.18,0.6,1.2,0.0,GAME RACING,449266,51978,36555,22686,83771,False
51,City Racing Lite,630441,10.0 M,4.48,0.0,0.1,0.0,GAME RACING,482380,56069,42039,12283,37668,False
52,Driving School 2017,629925,10.0 M,4.33,0.5,1.0,0.0,GAME RACING,454155,67146,32813,16386,59422,False
53,Earn to Die Lite,609871,10.0 M,4.19,0.1,0.3,0.0,GAME RACING,434429,43450,29759,16697,85533,False
54,MotoGP Racing '20,609424,10.0 M,4.25,0.7,1.2,0.0,GAME RACING,393372,95095,51869,19200,49885,False
55,Rally Racer Dirt,575472,50.0 M,4.29,0.1,0.3,0.0,GAME RACING,393761,73593,39148,17327,51641,False
56,Garena Speed Drifters,570996,10.0 M,4.07,0.5,1.7,0.0,GAME RACING,377043,51802,33968,18822,89357,False
57,School Driving 3D,566856,10.0 M,4.4,0.0,0.1,0.0,GAME RACING,414532,60843,36278,12362,42839,False
58,Real Drift Car Racing Lite,512412,10.0 M,4.42,0.1,0.2,0.0,GAME RACING,381140,52953,30070,10827,37419,False
59,Rally Fury - Extreme Racing,505858,50.0 M,4.39,6.0,11.8,0.0,GAME RACING,369494,56878,26564,12990,39930,False
60,F1 Manager,505770,5.0 M,4.27,2.7,4.4,0.0,GAME RACING,302447,114009,44387,13970,30955,False
61,Ultimate Car Driving Simulator,480534,50.0 M,4.23,3.4,7.7,0.0,GAME RACING,337383,44126,26013,16140,56869,False
62,MadOut2 BigCityOnline,467463,10.0 M,4.26,5.2,12.4,0.0,GAME RACING,327473,49760,24705,14224,51298,False
63,Crazy for Speed,463332,10.0 M,4.29,0.3,0.5,0.0,GAME RACING,332451,39863,28721,15304,46991,False
64,Mad Skills Motocross 2,462906,10.0 M,4.25,0.2,0.4,0.0,GAME RACING,320212,50712,28898,14009,49073,False
65,Drive for Speed: Simulator,460722,100.0 M,4.3,1.7,4.1,0.0,GAME RACING,336699,37855,23690,13194,49280,False
66,Real City Car Driver,441744,50.0 M,3.94,0.3,0.3,0.0,GAME RACING,285993,28148,27839,16482,83279,False
67,Bike Mayhem Free,430958,10.0 M,4.18,0.4,0.8,0.0,GAME RACING,291497,44845,28301,15304,51008,False
68,Highway Rider Motorcycle Racer,430053,10.0 M,4.27,0.0,0.1,0.0,GAME RACING,308843,37724,23574,10133,49776,False
69,Rebel Racing,428687,10.0 M,4.4,4.1,7.9,0.0,GAME RACING,299906,62661,28735,11268,26114,False
70,Blocky Roads,425947,10.0 M,4.42,0.0,0.1,0.0,GAME RACING,318636,42682,23672,8476,32478,False
71,Road Riot,423068,10.0 M,4.53,0.1,0.1,0.0,GAME RACING,344144,24297,18904,8248,27472,False
72,Crash of Cars,414887,10.0 M,4.25,0.5,1.0,0.0,GAME RACING,284293,48836,26450,13869,41437,False
73,Real Racing 3,410324,10.0 M,4.39,0.2,0.5,0.0,GAME RACING,294296,54246,19382,10440,31958,False
74,Derby Destruction Simulator,404875,10.0 M,4.52,0.2,0.5,0.0,GAME RACING,320084,34079,17379,7821,25509,False
75,SUP Multiplayer Racing,398854,10.0 M,4.24,1.3,2.6,0.0,GAME RACING,283916,33861,21514,12874,46686,False
76,Beach Buggy Racing 2,390401,10.0 M,4.31,3.2,7.2,0.0,GAME RACING,281252,39418,19495,10795,39438,False
77,Boomerang Make and Race - Scooby-Doo Racing Game,376747,50.0 M,4.27,0.6,1.2,0.0,GAME RACING,274839,27177,18307,12764,43657,False
78,KartRider Rush+,374714,10.0 M,3.89,2.7,4.4,0.0,GAME RACING,222374,41137,27891,14185,69125,False
79,Offroad Legends - Monster Truck Trials,349979,10.0 M,4.33,0.1,0.1,0.0,GAME RACING,244679,42177,25665,10302,27153,False
80,Moto X3M Bike Race Game,343357,50.0 M,4.39,507.6,6.3,0.0,GAME RACING,260028,27945,16167,9055,30159,False
81,Dubai Drift 2,337427,10.0 M,4.31,1222.4,0.1,0.0,GAME RACING,252837,22770,15576,7353,38887,False
82,Traffic Tour,336321,10.0 M,4.04,2.1,4.1,0.0,GAME RACING,221961,27883,19822,12349,54303,False
83,Moto Wheelie,333556,5.0 M,4.63,0.1,0.2,0.0,GAME RACING,282222,18054,10914,5078,17287,False
84,Mountain Climb 4x4 : Offroad Car Drive,327291,50.0 M,4.08,0.4,0.9,0.0,GAME RACING,217200,28806,19493,14099,47691,False
85,Zombie Squad,314895,10.0 M,4.29,0.1,0.1,0.0,GAME RACING,219754,34236,21833,9379,29691,False
86,Moto Racer 3D,310671,10.0 M,4.11,3988.1,0.0,0.0,GAME RACING,194742,34157,34686,14266,32818,False
87,Toy Truck Rally 3D,309726,50.0 M,4.35,0.0,0.1,0.0,GAME RACING,229611,23950,20203,7653,28306,False
88,Crazy for Speed 2,307279,10.0 M,4.44,0.7,1.4,0.0,GAME RACING,237772,23951,14362,6841,24350,False
89,Truck Driver Cargo,306001,10.0 M,3.9,0.3,0.6,0.0,GAME RACING,191146,23914,18985,12697,59256,False
90,Top Drives – Car Cards Racing,294078,10.0 M,4.43,1.8,3.2,0.0,GAME RACING,221499,30240,12197,6830,23309,False
91,Smash Cops Heat,293433,10.0 M,4.45,0.0,0.1,0.0,GAME RACING,220616,31054,14868,6476,20417,False
92,Race the Traffic,292849,50.0 M,4.04,0.1,0.1,0.0,GAME RACING,186128,27123,24989,13711,40895,False
93,CarX Drift Racing 2,290482,10.0 M,4.53,8.5,13.9,0.0,GAME RACING,228215,28526,11391,5360,16988,False
94,Racing Limits,290316,50.0 M,4.28,1.4,3.3,0.0,GAME RACING,207040,27639,15989,9117,30529,False
95,Smash Bandits Racing,289793,10.0 M,4.4,0.1,0.2,0.0,GAME RACING,206427,38776,17350,7251,19987,False
96,🚓🚦Car Driving School Simulator 🚕🚸,288523,10.0 M,4.31,1.0,2.4,0.0,GAME RACING,200630,37145,16942,8252,25552,False
97,Redline Rush: Police Chase Racing,288296,10.0 M,4.41,0.0,0.1,0.0,GAME RACING,210515,32429,18238,8364,18748,False
98,Monster Truck Destruction™,283643,10.0 M,4.24,0.3,0.7,0.0,GAME RACING,198878,26753,17006,8827,32176,False
99,Stickman Downhill Motocross,283083,10.0 M,4.44,0.0,0.0,0.0,GAME RACING,206153,35762,17861,5464,17841,False
100,MMX Hill Dash,282767,10.0 M,4.42,0.1,0.4,0.0,GAME RACING,201849,41483,14890,5556,18987,False
1,Shadow Fight 3 - RPG fighting game,3090015,100.0 M,4.32,1.4,3.5,0.0,GAME ROLE PLAYING,2197513,346940,167607,80852,297099,False
2,AFK Arena,3058359,10.0 M,4.56,0.9,3.0,0.0,GAME ROLE PLAYING,2161111,627776,161446,30498,77526,False
3,Avakin Life - 3D Virtual World,3036543,50.0 M,4.3,1.2,2.7,0.0,GAME ROLE PLAYING,2168621,310033,163103,86665,308118,False
4,MARVEL Future Fight,2865064,50.0 M,3.97,0.2,0.3,0.0,GAME ROLE PLAYING,1824530,277421,143410,79199,540502,False
5,Angry Birds Epic RPG,2651402,10.0 M,4.55,0.0,0.0,0.0,GAME ROLE PLAYING,2095189,255607,105070,42048,153486,False
6,Flight Pilot Simulator 3D Free,2627776,100.0 M,4.19,0.5,1.0,0.0,GAME ROLE PLAYING,1662287,413803,208540,85194,257950,False
7,Eternium,2347273,10.0 M,4.78,0.6,1.6,0.0,GAME ROLE PLAYING,2036165,202498,57362,16059,35187,False
8,Summoners War,2290221,50.0 M,4.27,0.3,0.5,0.0,GAME ROLE PLAYING,1590927,277701,120680,60390,240521,False
9,Star Wars™: Galaxy of Heroes,1700340,50.0 M,4.18,0.4,1.1,0.0,GAME ROLE PLAYING,1079702,270308,108815,55357,186157,False
10,몬스터 길들이기,1499510,10.0 M,4.03,0.1,0.2,0.0,GAME ROLE PLAYING,920897,184568,126098,58230,209714,False
11,Darkness Rises,1458777,10.0 M,4.46,0.6,1.5,0.0,GAME ROLE PLAYING,1072932,194462,70817,28636,91928,False
12,Hustle Castle: Medieval games in the kingdom,1414250,10.0 M,4.15,0.6,1.3,0.0,GAME ROLE PLAYING,949393,165921,58186,38884,201863,False
13,Tap Titans,1344882,10.0 M,4.79,0.0,0.0,0.0,GAME ROLE PLAYING,1207169,67472,25539,9616,35085,False
14,RAID: Shadow Legends,1310535,10.0 M,4.26,2.8,5.5,0.0,GAME ROLE PLAYING,898437,173883,61375,37136,139701,False
15,MovieStarPlanet,1192107,10.0 M,3.79,0.1,0.2,0.0,GAME ROLE PLAYING,650035,155963,104328,54750,227029,False
16,Hero Wars – Hero Fantasy Multiplayer Battles,1184299,50.0 M,4.42,4.0,7.1,0.0,GAME ROLE PLAYING,917825,103602,25698,14734,122437,False
17,Magic Rush: Heroes,1129245,10.0 M,4.35,0.1,0.1,0.0,GAME ROLE PLAYING,817920,126139,56307,24562,104314,False
18,세븐나이츠,940192,10.0 M,3.74,0.1,0.2,0.0,GAME ROLE PLAYING,530178,88429,76918,38609,206056,False
19,Idle Heroes,894415,10.0 M,4.52,1.0,2.4,0.0,GAME ROLE PLAYING,711091,75560,29620,14436,63706,False
20,RPG Toram Online - MMORPG,893378,10.0 M,4.51,1.0,2.0,0.0,GAME ROLE PLAYING,661686,125484,46507,15306,44392,False
21,Shakes and Fidget,888912,5.0 M,4.67,0.6,1.2,0.0,GAME ROLE PLAYING,689105,143328,31599,8349,16529,False
22,Kritika: The White Knights,879717,10.0 M,4.31,0.0,0.1,0.0,GAME ROLE PLAYING,614942,107557,53384,23680,80151,False
23,Tap Titans 2: Heroes Attack Titans. Clicker on!,867735,10.0 M,4.63,1.3,3.0,0.0,GAME ROLE PLAYING,680760,115190,37602,9941,24240,False
24,FINAL FANTASY BRAVE EXVIUS,823018,10.0 M,4.2,0.2,0.3,0.0,GAME ROLE PLAYING,527834,132491,51164,25182,86344,False
25,Dungeon Hunter 5 – Action RPG,764089,10.0 M,3.93,0.0,0.1,0.0,GAME ROLE PLAYING,452458,95918,54237,30113,131360,False
26,The Wolf,733065,10.0 M,4.44,1.7,3.5,0.0,GAME ROLE PLAYING,538267,91877,37358,16845,48716,False
27,Brave Frontier,731585,10.0 M,4.38,0.1,0.1,0.0,GAME ROLE PLAYING,518701,100187,40822,18492,53380,False
28,ONE PIECE TREASURE CRUISE,673166,5.0 M,4.46,0.7,1.2,0.0,GAME ROLE PLAYING,490535,98976,30166,11075,42411,False
29,School of Dragons,659860,10.0 M,4.16,0.4,0.9,0.0,GAME ROLE PLAYING,435584,76096,44371,24027,79779,False
30,Super Stylist - Dress Up & Style Fashion Guru,615059,50.0 M,4.26,3.2,8.2,0.0,GAME ROLE PLAYING,415341,80209,41936,21261,56309,False
31,Battle Camp - Monster Catching,612353,10.0 M,4.12,0.0,0.0,0.0,GAME ROLE PLAYING,413381,54904,36413,16685,90968,False
32,Mobile Legends: Adventure,606800,10.0 M,4.57,2.8,6.2,0.0,GAME ROLE PLAYING,482059,64562,19124,8204,32848,False
33,The Walking Dead: Road to Survival,602664,10.0 M,4.07,0.3,0.3,0.0,GAME ROLE PLAYING,371359,86962,41706,22313,80321,False
34,International Fashion Stylist - Dress Up Studio,601033,10.0 M,4.4,3.0,6.1,0.0,GAME ROLE PLAYING,434223,73495,35647,15379,42287,False
35,My Candy Love - Episode / Otome game,592516,10.0 M,4.1,0.2,0.5,0.0,GAME ROLE PLAYING,368968,82889,44593,22132,73931,False
36,"Day R Survival – Apocalypse, Lone Survivor and RPG",584420,10.0 M,4.49,0.9,1.8,0.0,GAME ROLE PLAYING,437905,75187,24549,12849,33928,False
37,Don't get fired!,560996,5.0 M,4.31,0.7,1.5,0.0,GAME ROLE PLAYING,368450,95209,40128,15092,42114,False
38,Dragon Village,557980,5.0 M,4.35,0.1,0.2,0.0,GAME ROLE PLAYING,408426,51219,33933,13281,51119,False
39,Inotia 4,557678,5.0 M,4.47,0.1,0.2,0.0,GAME ROLE PLAYING,395376,92349,34466,9098,26387,False
40,LifeAfter,549568,10.0 M,4.05,2.6,6.3,0.0,GAME ROLE PLAYING,376330,32939,27685,18898,93714,False
41,MARVEL Strike Force - Squad RPG,535690,10.0 M,3.79,2.1,4.5,0.0,GAME ROLE PLAYING,286540,75309,38217,46234,89388,False
42,Age of Warring Empire,524507,10.0 M,4.25,0.0,0.0,0.0,GAME ROLE PLAYING,345199,79203,36302,14363,49438,False
43,레이븐 : LEGION,519855,5.0 M,4.14,0.1,0.2,0.0,GAME ROLE PLAYING,325098,79717,38069,14732,62237,False
44,Crusaders Quest,515935,5.0 M,4.5,0.1,0.1,0.0,GAME ROLE PLAYING,394272,59478,21340,8264,32579,False
45,Galaxy Legend - Cosmic Conquest Sci-Fi Game,514153,10.0 M,4.02,0.0,0.0,0.0,GAME ROLE PLAYING,317140,65184,37777,15167,78882,False
46,Game of Sultans,504405,10.0 M,3.85,1.1,2.4,0.0,GAME ROLE PLAYING,295070,54216,36963,22038,96115,False
47,School of Chaos Online MMORPG,501231,10.0 M,4.02,0.3,0.6,0.0,GAME ROLE PLAYING,333980,35511,25453,18255,88029,False
48,Operate Now: Hospital - Surgery Simulator Game,499642,10.0 M,3.7,0.3,0.7,0.0,GAME ROLE PLAYING,284574,37945,34544,29367,113209,False
49,Heroes Charge,496856,10.0 M,4.6,0.1,0.1,0.0,GAME ROLE PLAYING,425997,18186,11837,7128,33704,False
50,Sky: Children of the Light,491526,5.0 M,4.25,4.3,9.7,0.0,GAME ROLE PLAYING,360435,39377,14664,6116,70931,False
51,"My Bakery Empire - Bake, Decorate & Serve Cakes",487690,100.0 M,4.2,2.7,5.3,0.0,GAME ROLE PLAYING,342489,39379,26841,17272,61706,False
52,Ninja Turtles: Legends,484315,10.0 M,4.37,1.2,2.3,0.0,GAME ROLE PLAYING,359826,44683,22541,12439,44823,False
53,Order & Chaos Online 3D MMORPG,474452,5.0 M,4.17,0.0,0.0,0.0,GAME ROLE PLAYING,321908,49659,26027,13408,63447,False
54,Grim Soul: Dark Fantasy Survival,469934,10.0 M,4.37,2.0,4.1,0.0,GAME ROLE PLAYING,320973,76889,29167,12778,30125,False
55,Gachaverse (RPG & Anime Dress Up),469414,10.0 M,3.85,0.7,1.4,0.0,GAME ROLE PLAYING,276126,47808,34422,21753,89303,False
56,Gymnastics Superstar - Spin your way to gold!,465589,50.0 M,4.21,0.4,0.9,0.0,GAME ROLE PLAYING,316930,50467,30028,16670,51492,False
57,Angry Birds Evolution 2021,465165,10.0 M,4.26,0.2,0.4,0.0,GAME ROLE PLAYING,317704,58750,28210,14445,46054,False
58,AVABEL ONLINE [Action MMORPG],462235,10.0 M,4.08,0.2,0.4,0.0,GAME ROLE PLAYING,264212,79868,54932,16867,46353,False
59,Seven Knights,458582,10.0 M,4.21,0.1,0.1,0.0,GAME ROLE PLAYING,317991,44577,24907,15102,56002,False
60,The Seven Deadly Sins: Grand Cross,457866,10.0 M,4.25,3.5,12.7,0.0,GAME ROLE PLAYING,323588,46196,21070,10973,56037,False
61,DC Legends: Fight Superheroes,446215,10.0 M,4.18,0.5,1.0,0.0,GAME ROLE PLAYING,298948,53447,24286,15434,54097,False
62,Love Nikki-Dress UP Queen,427450,10.0 M,4.11,0.6,1.6,0.0,GAME ROLE PLAYING,270588,60255,26791,14584,55230,False
63,King's Throne: Game of Conquest,424777,1.0 M,4.22,4.1,8.6,0.0,GAME ROLE PLAYING,218783,120985,59637,10358,15013,False
64,ONE PIECE トレジャークルーズ,419401,1.0 M,4.25,0.1,0.4,0.0,GAME ROLE PLAYING,238298,95746,55750,10819,18786,False
65,Monster Super League,403927,5.0 M,4.38,0.5,0.9,0.0,GAME ROLE PLAYING,282799,60134,21684,9106,30202,False
66,Magic Rampage,401487,10.0 M,4.63,1.8,4.3,0.0,GAME ROLE PLAYING,323804,42745,13972,5158,15805,False
67,Monster High™ Beauty Shop: Fangtastic Fashion Game,400588,10.0 M,4.21,2.3,4.8,0.0,GAME ROLE PLAYING,269917,46353,25781,15223,43312,False
68,Arcane Legends MMO-Action RPG,398383,10.0 M,4.23,0.0,0.0,0.0,GAME ROLE PLAYING,272948,44010,26048,11484,43890,False
69,BLOCK STORY,392609,10.0 M,4.39,0.1,0.2,0.0,GAME ROLE PLAYING,284184,46862,22881,9182,29496,False
70,グランブルーファンタジー,391022,1.0 M,4.14,0.0,0.0,0.0,GAME ROLE PLAYING,195925,104411,60059,10828,19796,False
71,Age of Magic: Turn-Based Magic RPG & Strategy Game,389377,5.0 M,4.42,1.0,2.2,0.0,GAME ROLE PLAYING,290064,43165,17052,9120,29974,False
72,Vampire's Fall: Origins RPG,389176,5.0 M,4.58,2.4,5.9,0.0,GAME ROLE PLAYING,290167,64286,17766,5138,11817,False
73,Pocket Troops: Strategy RPG,382307,10.0 M,4.32,0.1,0.1,0.0,GAME ROLE PLAYING,269576,48192,18205,9375,36957,False
74,Pokémon Masters EX,380937,10.0 M,4.13,2.2,4.0,0.0,GAME ROLE PLAYING,245027,50665,23299,12378,49564,False
75,ZENONIA® 5,380879,10.0 M,4.32,0.0,0.1,0.0,GAME ROLE PLAYING,265737,49292,22536,8318,34994,False
76,Heroes of Camelot,371769,5.0 M,4.04,0.0,0.0,0.0,GAME ROLE PLAYING,227683,52484,24488,13868,53244,False
77,WWE Champions 2021,371124,10.0 M,3.79,0.4,0.7,0.0,GAME ROLE PLAYING,212711,37580,26435,17177,77218,False
78,Assassin's Creed Rebellion: Adventure RPG,369149,5.0 M,4.26,0.4,1.0,0.0,GAME ROLE PLAYING,238596,60578,26473,12932,30568,False
79,Guardian Hunter: SuperBrawlRPG [Online],366181,1.0 M,4.35,0.0,0.1,0.0,GAME ROLE PLAYING,249473,56087,24885,9065,26668,False
80,Questland: Turn Based RPG,364362,1.0 M,4.76,2.6,5.6,0.0,GAME ROLE PLAYING,316322,29431,7695,2818,8094,False
81,Black Desert Mobile,360378,10.0 M,4.13,1.9,4.2,0.0,GAME ROLE PLAYING,236472,42503,20882,12028,48492,False
82,Fashion Empire - Dressup Boutique Sim,359428,10.0 M,3.96,0.3,0.6,0.0,GAME ROLE PLAYING,225185,33782,22998,15652,61808,False
83,Postknight,354599,5.0 M,4.72,1.0,2.7,0.0,GAME ROLE PLAYING,296919,34870,11822,3987,6998,False
84,MARVEL Puzzle Quest: Join the Super Hero Battle!,349814,10.0 M,4.19,0.3,0.6,0.0,GAME ROLE PLAYING,220377,57509,24118,13168,34639,False
85,Ragnarok M: Eternal Love,331238,5.0 M,4.35,3.4,6.7,0.0,GAME ROLE PLAYING,239093,37683,16572,6086,31802,False
86,Guardian Tales,330007,1.0 M,4.67,4.8,11.4,0.0,GAME ROLE PLAYING,273260,31253,9983,4310,11199,False
87,Ice Skating Ballerina - Dance Challenge Arena,325556,10.0 M,4.17,0.4,0.9,0.0,GAME ROLE PLAYING,216352,36278,22265,12368,38291,False
88,Shadow Fight Arena — PvP Fighting game,323021,1.0 M,4.49,7.0,28.6,0.0,GAME ROLE PLAYING,253071,27987,12863,6654,22443,False
89,Wolvesville - Werewolf Online,317688,10.0 M,4.44,1.5,3.3,0.0,GAME ROLE PLAYING,230293,44455,15656,5913,21369,False
90,Guild of Heroes: Magic RPG | Wizard game,316634,5.0 M,4.46,0.9,2.0,0.0,GAME ROLE PLAYING,244928,27864,12327,7458,24054,False
91,Era of Celestials,316501,10.0 M,4.19,0.1,0.3,0.0,GAME ROLE PLAYING,218341,30095,17165,10341,40556,False
92,HonorBound RPG,311571,1.0 M,4.51,0.0,0.1,0.0,GAME ROLE PLAYING,232822,42504,15496,5361,15386,False
93,Hotel Hideaway: Virtual World,308602,5.0 M,4.38,2.9,7.0,0.0,GAME ROLE PLAYING,231932,26011,13902,8361,28393,False
94,ملكة الموضة | لعبة قصص و تمثيل,306172,5.0 M,4.69,11.8,29.6,0.0,GAME ROLE PLAYING,266030,14957,7811,3814,13557,False
